>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-122.14711223	37.5833371481	0	0								
-122.14711223	37.5824673838	0	0								
-122.146715496	37.5820553902	0	0								
-122.145021744	37.5820553902	0	0								
-122.144609751	37.5816739147	0	0								
-122.144609751	37.5799954223	0	0								
-122.143770504	37.5791409171	0	0								
-122.143770504	37.5783321889	0	0								
-122.142915999	37.5775234607	0	0								
-122.142946517	37.5766689555	0	0								
-122.142534524	37.5761959258	0	0								
-122.141725795	37.5761959258	0	0								
-122.141298543	37.5757991913	0	0								
-122.141298543	37.5733272297	0	0								
-122.138750286	37.5708094911	0	0								
-122.138780804	37.570000763	0	0								
-122.13713283	37.5683375296	0	0								
-122.137087053	37.5666742962	0	0								
-122.136217288	37.5658045319	0	0								
-122.136278325	37.5649958038	0	0								
-122.135500114	37.5641412985	0	0								
-122.135423819	37.5633325704	0	0								
-122.134187839	37.5620508125	0	0								
-122.132555123	37.5620508125	0	0								
-122.131303883	37.5633020523	0	0								
-122.131273365	37.5641718166	0	0								
-122.130861372	37.5645532921	0	0								
-122.13041886	37.5641412985	0	0								
-122.130464637	37.5633630884	0	0								
-122.131303883	37.5624933242	0	0								
-122.131303883	37.5558098726	0	0								
-122.129198138	37.5537193866	0	0								
-122.12838941	37.5537193866	0	0								
-122.124666209	37.5499656672	0	0								
-122.124589914	37.5483024338	0	0								
-122.122499428	37.5462272068	0	0								
-122.121721218	37.5462272068	0	0								
-122.121339742	37.5458304723	0	0								
-122.121339742	37.5441672389	0	0								
-122.120500496	37.5433585107	0	0								
-122.120500496	37.5425040055	0	0								
-122.119645991	37.5416342412	0	0								
-122.119645991	37.5408255131	0	0								
-122.118776226	37.5399710079	0	0								
-122.118776226	37.5391165026	0	0								
-122.11793698	37.5383077745	0	0								
-122.11793698	37.5366445411	0	0								
-122.117082475	37.5358358129	0	0								
-122.117112993	37.5349660487	0	0								
-122.116243229	37.5341725795	0	0								
-122.116304265	37.5324940871	0	0								
-122.115419242	37.5316395819	0	0								
-122.115465019	37.5308308537	0	0								
-122.114686809	37.5299763485	0	0								
-122.114686809	37.5291065843	0	0								
-122.113832303	37.5283131151	0	0								
-122.113756008	37.5266651408	0	0								
-122.112977798	37.5258258946	0	0								
-122.112916762	37.5241321431	0	0								
-122.112138552	37.523338674	0	0								
-122.112077516	37.5225299458	0	0								
-122.111299306	37.5216601816	0	0								
-122.111299306	37.5158312352	0	0								
-122.112138552	37.51497673	0	0								
-122.112077516	37.510826276	0	0								
-122.11294728	37.5100022889	0	0								
-122.112916762	37.5058060578	0	0								
-122.112138552	37.5049973297	0	0								
-122.112077516	37.5041428244	0	0								
-122.111299306	37.5033340963	0	0								
-122.111299306	37.5024795911	0	0								
-122.108751049	37.4999923705	0	0								
-122.108812085	37.4991378653	0	0								
-122.108339055	37.4987563897	0	0								
-122.107499809	37.4987258717	0	0								
-122.106721599	37.4979171435	0	0								
-122.09999237	37.4978866255	0	0								
-122.099229419	37.4987258717	0	0								
-122.096696422	37.4986953536	0	0								
-122.095826658	37.4995498589	0	0								
-122.094285496	37.4995498589	0	0								
-122.093415732	37.5003891051	0	0								
-122.090867475	37.5003891051	0	0								
-122.089188983	37.5020828565	0	0								
-122.088395514	37.5020828565	0	0								
-122.087083238	37.5033340963	0	0								
-122.087083238	37.5041428244	0	0								
-122.085831998	37.5053940642	0	0								
-122.085450523	37.5049668116	0	0								
-122.085450523	37.5041733425	0	0								
-122.084611276	37.5033035782	0	0								
-122.084611276	37.502449073	0	0								
-122.083390555	37.5012436103	0	0								
-122.080888075	37.5012283513	0	0								
-122.07925536	37.4996108949	0	0								
-122.075867857	37.4995803769	0	0								
-122.074219883	37.4979171435	0	0								
-122.072526131	37.4978866255	0	0								
-122.071717403	37.4970321202	0	0								
-122.0633402	37.4970778973	0	0								
-122.06256199	37.496192874	0	0								
-122.059220264	37.4962539101	0	0								
-122.055832761	37.4928816663	0	0								
-122.055054551	37.4928816663	0	0								
-122.054200046	37.4920881971	0	0								
-122.049164569	37.4920271611	0	0								
-122.04835584	37.4928816663	0	0								
-122.047562371	37.4928816663	0	0								
-122.047165637	37.4924696727	0	0								
-122.047165637	37.4916151675	0	0								
-122.04757763	37.4912184329	0	0								
-122.052582589	37.4911879149	0	0								
-122.0533608	37.4904097047	0	0								
-122.057526513	37.4903944457	0	0								
-122.057938506	37.4899977111	0	0								
-122.057145037	37.4891432059	0	0								
-122.057145037	37.4866712444	0	0								
-122.056275273	37.4858014801	0	0								
-122.056366827	37.4824750134	0	0								
-122.055466545	37.4816052491	0	0								
-122.055527581	37.4800335698	0	0								
-122.054673075	37.4791332876	0	0								
-122.054581521	37.4707713436	0	0								
-122.053757534	37.4699778744	0	0								
-122.053757534	37.4691996643	0	0								
-122.052918288	37.468299382	0	0								
-122.052918288	37.4674448768	0	0								
-122.052140078	37.4666361486	0	0								
-122.05210956	37.4658121614	0	0								
-122.05085832	37.4645761807	0	0								
-122.050110628	37.4653543908	0	0								
-122.04835584	37.4654154269	0	0								
-122.047562371	37.466224155	0	0								
-122.045029374	37.4662546731	0	0								
-122.044220645	37.4670634012	0	0								
-122.041748684	37.4670786603	0	0								
-122.040054932	37.4687266346	0	0								
-122.03260853	37.4687266346	0	0								
-122.031723507	37.4679179065	0	0								
-122.028366522	37.4678873884	0	0								
-122.027466239	37.4687571527	0	0								
-122.02589456	37.4687266346	0	0								
-122.025055314	37.4679179065	0	0								
-122.024200809	37.4679179065	0	0								
-122.023331044	37.4670634012	0	0								
-122.013778897	37.4670328832	0	0								
-122.009216449	37.4657206073	0	0								
-122.008941787	37.4641641871	0	0								
-122.012497139	37.4628824292	0	0								
-122.013366903	37.462027924	0	0								
-122.019165332	37.4620889601	0	0								
-122.020080873	37.4612497139	0	0								
-122.022552834	37.4612497139	0	0								
-122.023025864	37.4608072023	0	0								
-122.022949569	37.4591439689	0	0								
-122.021332113	37.4574654765	0	0								
-122.021332113	37.4558022431	0	0								
-122.021728847	37.4554207675	0	0								
-122.022110323	37.4558022431	0	0								
-122.022110323	37.4566109712	0	0								
-122.026749065	37.4612191958	0	0								
-122.031692988	37.4612191958	0	0								
-122.032562753	37.4604104677	0	0								
-122.034195468	37.4603952087	0	0								
-122.035049973	37.4595864805	0	0								
-122.035858701	37.4595864805	0	0								
-122.040436408	37.4549935149	0	0								
-122.040466926	37.4533302815	0	0								
-122.040054932	37.4529182879	0	0								
-122.03666743	37.4529182879	0	0								
-122.03588922	37.4520790417	0	0								
-122.03338674	37.4520790417	0	0								
-122.03260853	37.4512245365	0	0								
-122.031723507	37.4511940185	0	0								
-122.031311513	37.4508125429	0	0								
-122.031311513	37.4500038148	0	0								
-122.031784543	37.4496070802	0	0								
-122.032532235	37.4496070802	0	0								
-122.033310445	37.4504158083	0	0								
-122.035950256	37.4503852903	0	0								
-122.036728466	37.4512550546	0	0								
-122.04336614	37.4512550546	0	0								
-122.044220645	37.4503852903	0	0								
-122.046692607	37.4504158083	0	0								
-122.047562371	37.4495613031	0	0								
-122.048340581	37.4495613031	0	0								
-122.049195087	37.4487220569	0	0								
-122.052506294	37.448752575	0	0								
-122.053391318	37.4478828107	0	0								
-122.056672007	37.4479133288	0	0								
-122.057465476	37.4470588235	0	0								
-122.058335241	37.4470588235	0	0								
-122.059220264	37.4462195773	0	0								
-122.060868238	37.4462195773	0	0								
-122.06178378	37.4453955901	0	0								
-122.065033951	37.4454108492	0	0								
-122.065506981	37.4458075837	0	0								
-122.065445945	37.4474708171	0	0								
-122.06630045	37.4483405814	0	0								
-122.066285191	37.4491340505	0	0								
-122.067505913	37.4504158083	0	0								
-122.073395895	37.4503852903	0	0								
-122.074174105	37.4495765621	0	0								
-122.075028611	37.4496070802	0	0								
-122.075883116	37.4504158083	0	0								
-122.076722362	37.4495613031	0	0								
-122.077561608	37.4495613031	0	0								
-122.077943084	37.4491645686	0	0								
-122.077943084	37.4483100633	0	0								
-122.078355077	37.4479133288	0	0								
-122.080415045	37.4500038148	0	0								
-122.0805066	37.45085832	0	0								
-122.080827039	37.4512550546	0	0								
-122.081696803	37.4512550546	0	0								
-122.082581827	37.4520485237	0	0								
-122.083451591	37.4512245365	0	0								
-122.084214542	37.4512245365	0	0								
-122.084992752	37.4504158083	0	0								
-122.086717021	37.4503852903	0	0								
-122.088395514	37.4520485237	0	0								
-122.090867475	37.4520790417	0	0								
-122.091660945	37.4512245365	0	0								
-122.092530709	37.4512245365	0	0								
-122.09297322	37.4516365301	0	0								
-122.092942702	37.4525062943	0	0								
-122.095445182	37.4549782559	0	0								
-122.095506218	37.4574959945	0	0								
-122.096665904	37.4587472343	0	0								
-122.100831617	37.4587167163	0	0								
-122.102555886	37.4570840009	0	0								
-122.102937362	37.4574959945	0	0								
-122.102174411	37.4582742046	0	0								
-122.102174411	37.4591439689	0	0								
-122.101304646	37.4599984741	0	0								
-122.101304646	37.4633096818	0	0								
-122.10171664	37.4637216754	0	0								
-122.10249485	37.4637216754	0	0								
-122.103395132	37.4628671702	0	0								
-122.104173342	37.4628824292	0	0								
-122.105027848	37.4620889601	0	0								
-122.107499809	37.4620584421	0	0								
-122.108339055	37.4629129473	0	0								
-122.110063325	37.4629129473	0	0								
-122.110826276	37.4637216754	0	0								
-122.113359274	37.4637521935	0	0								
-122.114229038	37.4645609216	0	0								
-122.115007248	37.4645609216	0	0								
-122.115419242	37.4650339513	0	0								
-122.115419242	37.4658274205	0	0								
-122.118394751	37.4686961166	0	0								
-122.119172961	37.4687266346	0	0								
-122.120500496	37.4699778744	0	0								
-122.12043946	37.4707713436	0	0								
-122.123781186	37.4741893645	0	0								
-122.122117952	37.4757763027	0	0								
-122.122972457	37.476646067	0	0								
-122.122117952	37.4775005722	0	0								
-122.122529946	37.4778820478	0	0								
-122.124284733	37.4779125658	0	0								
-122.125444419	37.4791638056	0	0								
-122.125520714	37.4816357671	0	0								
-122.124605173	37.4825055314	0	0								
-122.124605173	37.4841382467	0	0								
-122.125444419	37.48502327	0	0								
-122.125444419	37.4908674754	0	0								
-122.126298924	37.4916609445	0	0								
-122.126283665	37.4933394369	0	0								
-122.12713817	37.4941329061	0	0								
-122.12713817	37.4950026703	0	0								
-122.127916381	37.4958571756	0	0								
-122.127992676	37.4966659037	0	0								
-122.128770886	37.4974746319	0	0								
-122.128801404	37.4991683833	0	0								
-122.129610132	37.4999771115	0	0								
-122.12964065	37.5016403449	0	0								
-122.13041886	37.502449073	0	0								
-122.130464637	37.5041733425	0	0								
-122.13089189	37.5045853361	0	0								
-122.131700618	37.5045853361	0	0								
-122.132555123	37.5053940642	0	0								
-122.134187839	37.5053940642	0	0								
-122.136690318	37.5079423209	0	0								
-122.144228275	37.5078965438	0	0								
-122.145021744	37.5070878157	0	0								
-122.146746014	37.5070267796	0	0								
-122.148332952	37.5053940642	0	0								
-122.149187457	37.5053940642	0	0								
-122.150896468	37.5037460899	0	0								
-122.153368429	37.5037766079	0	0								
-122.154222934	37.5029221027	0	0								
-122.156694896	37.5029221027	0	0								
-122.157610437	37.5020828565	0	0								
-122.158388647	37.5020828565	0	0								
-122.158785382	37.5016403449	0	0								
-122.158785382	37.4999771115	0	0								
-122.158327611	37.4995498589	0	0								
-122.157534142	37.4995498589	0	0								
-122.157106889	37.4991683833	0	0								
-122.157549401	37.4986953536	0	0								
-122.165896086	37.4987563897	0	0								
-122.166674296	37.4979171435	0	0								
-122.167971313	37.4991073472	0	0								
-122.167971313	37.5049515526	0	0								
-122.169161517	37.5062180514	0	0								
-122.170031281	37.5062180514	0	0								
-122.170916304	37.5070267796	0	0								
-122.171694514	37.5070572976	0	0								
-122.17254902	37.5079118029	0	0								
-122.17332723	37.5079118029	0	0								
-122.174166476	37.508720531	0	0								
-122.175020981	37.508720531	0	0								
-122.175890745	37.5095902953	0	0								
-122.176714733	37.5095902953	0	0								
-122.177965972	37.510811017	0	0								
-122.177965972	37.5116655222	0	0								
-122.178805219	37.5124742504	0	0								
-122.178805219	37.5133287556	0	0								
-122.18127718	37.5158007172	0	0								
-122.18127718	37.5174792096	0	0								
-122.182131685	37.5183337148	0	0								
-122.182085908	37.5208056764	0	0								
-122.18252842	37.5211871519	0	0								
-122.1850309	37.5212176699	0	0								
-122.186282139	37.5199664302	0	0								
-122.186282139	37.519172961	0	0								
-122.186724651	37.5187762264	0	0								
-122.187579156	37.5187762264	0	0								
-122.188357366	37.5195849546	0	0								
-122.18924239	37.5195849546	0	0								
-122.191699092	37.5220569162	0	0								
-122.193362325	37.5220874342	0	0								
-122.194216831	37.5228961624	0	0								
-122.195086595	37.5228961624	0	0								
-122.195864805	37.5237506676	0	0								
-122.19671931	37.5236896315	0	0								
-122.197528038	37.5245593957	0	0								
-122.200030518	37.5245899138	0	0								
-122.200885023	37.5237201495	0	0								
-122.202563516	37.5237506676	0	0								
-122.203326467	37.5228961624	0	0								
-122.204196231	37.5228961624	0	0								
-122.204638743	37.5224994278	0	0								
-122.204608225	37.5191119249	0	0								
-122.203799496	37.5183031968	0	0								
-122.203753719	37.5174944686	0	0								
-122.204196231	37.517051957	0	0								
-122.205828946	37.517051957	0	0								
-122.206729229	37.5162279698	0	0								
-122.208361944	37.5162279698	0	0								
-122.211306935	37.5133287556	0	0								
-122.211306935	37.5124742504	0	0								
-122.212085145	37.5116655222	0	0								
-122.212085145	37.510811017	0	0								
-122.213000687	37.5100022889	0	0								
-122.212924392	37.5074998093	0	0								
-122.213778897	37.506645304	0	0								
-122.213809415	37.5057755398	0	0								
-122.21466392	37.5049973297	0	0								
-122.214633402	37.5041886015	0	0								
-122.215030137	37.5037155718	0	0								
-122.215854124	37.5037460899	0	0								
-122.216250858	37.5041428244	0	0								
-122.216327153	37.5074692912	0	0								
-122.215854124	37.5079118029	0	0								
-122.215075914	37.5079118029	0	0								
-122.214633402	37.5083085374	0	0								
-122.214633402	37.5099717708	0	0								
-122.215472648	37.510826276	0	0								
-122.214633402	37.5116350042	0	0								
-122.214587625	37.5124742504	0	0								
-122.213778897	37.5133287556	0	0								
-122.213778897	37.5141374838	0	0								
-122.212924392	37.515007248	0	0								
-122.212893874	37.5166399634	0	0								
-122.210055695	37.5195544366	0	0								
-122.209216449	37.5196154726	0	0								
-122.207965209	37.5208056764	0	0								
-122.207965209	37.5225299458	0	0								
-122.205828946	37.5245593957	0	0								
-122.205050736	37.5245593957	0	0								
